similarity,hamming_distance,total_bits,hash1,hash2,person_id,ethnicity,comparison_type,image1,image2,timestamp,person1_id,person2_id,ethnicity1,ethnicity2
0.5,48,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x73b18c06c3de1b06f9e82099,,,different_person,d8JNb_5f.jpg,AAAABWnaWoOPyCZ3O3zUx2gIvpbOgqFgekj-CU9uxXuMu9iZKXn9VqeQfrTJAKgZ3sZNRZXiXR3lp58xIAQTAw0M1xGHxAd4R3gYcS1L.jpg,2025-08-04T14:04:40.269362,urassayasperbund,ronnychieng,caucasian,chinese
0.71875,27,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x4a3c60a10b5439362be94e8a,,,different_person,d8JNb_5f.jpg,09ca4912922019f7ac585b75c65fa134.jpg,2025-08-04T14:04:47.794328,urassayasperbund,yangmi_test,caucasian,chinese
0.44791666666666663,53,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x67b87e6cf6be490b6a319140,,,different_person,d8JNb_5f.jpg,866fd52a6df6e549c883b22f442e4eca.jpg,2025-08-04T14:04:55.722367,urassayasperbund,irrfankhan,caucasian,indian
0.5520833333333333,43,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x4a3250a68347a80a73e80a9d,,,different_person,d8JNb_5f.jpg,dd259ba8-c64c-11ea-86df-6d561651b5f4_image_hires_182236.jpg,2025-08-04T14:05:03.375053,urassayasperbund,priyankachopra_test,caucasian,indian
0.5104166666666667,47,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x76b86766a923249338671220,,,different_person,d8JNb_5f.jpg,Irrfan-Khan-1-2024-04-c1507bcf500dd70d642d0b363464406b.jpg,2025-08-04T14:05:11.371917,urassayasperbund,irrfankhan_test,caucasian,indian
0.5104166666666667,47,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x5a3074878f45ad2c69ba22b6,,,different_person,d8JNb_5f.jpg,140316_3395.jpg,2025-08-04T14:05:19.051577,urassayasperbund,priyankachopra,caucasian,indian
0.6041666666666667,38,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x484ca9e1281031546e191eef,,,different_person,d8JNb_5f.jpg,siti_nurhaliza_nicotine_pouch.jpg,2025-08-04T14:05:26.585065,urassayasperbund,sitinurhaliza,caucasian,malay
0.5729166666666667,41,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x4a64a2e02890fb546f180e49,,,different_person,d8JNb_5f.jpg,2025 July26 Dato' Sri Siti Nurhaliza Live In Singapore@SISTIC-Event Main Images (mobile) 1146x1146 - Resize.jpg,2025-08-04T14:05:34.389460,urassayasperbund,sitinurhaliza_test,caucasian,malay
0.5416666666666667,44,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x73f02484c3de1c27ede835d9,,,different_person,d8JNb_5f.jpg,aziz-aaron-image.jpg,2025-08-04T14:05:41.814098,urassayasperbund,aaronaziz_test,caucasian,malay
0.5729166666666667,41,96,Perceptual hash: 0x4b7c6b6b0967b9b69ff97dcb,Perceptual hash: 0x7fb86e21e25eb32b6a3937ab,,,different_person,d8JNb_5f.jpg,aaron-aziz_0.jpg,2025-08-04T14:05:49.311919,urassayasperbund,aaronaziz,caucasian,malay
0.59375,39,96,Perceptual hash: 0x77b13f228527381bb969869b,Perceptual hash: 0x483450a48bc46903b3e84299,,,different_person,henry_golding2.jpg,officialgongli-1.jpg,2025-08-04T14:05:56.931206,henrygolding_test,gongli,caucasian,chinese
0.6666666666666667,32,96,Perceptual hash: 0x77b13f228527381bb969869b,Perceptual hash: 0x76e86c21c0443c2abacd2abb,,,different_person,henry_golding2.jpg,ronny-chieng-martial-arts-comedy-film-project-696x442.jpg,2025-08-04T14:06:04.298314,henrygolding_test,ronnychieng_test,caucasian,chinese
