timestamp,image1,image2,hamming_distance,similarity,is_same_person,bits_different,total_bits
2025-08-04T10:25:37.203079,244936.jpg,shang-chi-ronny-chieng-singaporean-ah-beng-role-comment.jpg,-1,0.7291666666666667,True,-1,-1
2025-08-04T10:25:44.832837,244936.jpg,MRVOGUE_VOGUESG_ONLINE9-1-680x1020.jpg,-1,0.5833333333333333,True,-1,-1
2025-08-04T10:25:53.602514,244936.jpg,hodinkee_talking_watches_ronnie_chieng.jpg,-1,0.6145833333333333,True,-1,-1
2025-08-04T10:26:01.596120,PPymkSZt_400x400.jpg,901343_v9_bb.jpg,-1,0.6875,True,-1,-1
2025-08-04T10:26:09.190514,PPymkSZt_400x400.jpg,AAAABe2wZ2YVKZQ8BvF8mFd-WoMd547nFmxTxY6faBlBNKE03ioalQeE53_Qt85Bxpgb8abYQBFyZc5B32_Fqzjug3vb_JlDU-042iWAgcNiFRRAPb-Q6VdiD8Nh4_GsDprzAmH0LA.jpg,-1,0.6875,True,-1,-1
2025-08-04T10:26:17.024668,PPymkSZt_400x400.jpg,shang-chi-ronny-chieng-singaporean-ah-beng-role-comment.jpg,-1,0.6979166666666667,True,-1,-1
2025-08-04T10:26:24.469417,PPymkSZt_400x400.jpg,MRVOGUE_VOGUESG_ONLINE9-1-680x1020.jpg,-1,0.6770833333333333,True,-1,-1
2025-08-04T10:26:33.223087,PPymkSZt_400x400.jpg,hodinkee_talking_watches_ronnie_chieng.jpg,-1,0.6458333333333333,True,-1,-1
2025-08-04T10:26:40.960775,901343_v9_bb.jpg,AAAABe2wZ2YVKZQ8BvF8mFd-WoMd547nFmxTxY6faBlBNKE03ioalQeE53_Qt85Bxpgb8abYQBFyZc5B32_Fqzjug3vb_JlDU-042iWAgcNiFRRAPb-Q6VdiD8Nh4_GsDprzAmH0LA.jpg,-1,0.6458333333333333,True,-1,-1
2025-08-04T10:26:49.141571,901343_v9_bb.jpg,shang-chi-ronny-chieng-singaporean-ah-beng-role-comment.jpg,-1,0.7395833333333333,True,-1,-1
2025-08-04T10:26:57.332906,901343_v9_bb.jpg,MRVOGUE_VOGUESG_ONLINE9-1-680x1020.jpg,-1,0.7395833333333333,True,-1,-1
2025-08-04T10:27:06.426774,901343_v9_bb.jpg,hodinkee_talking_watches_ronnie_chieng.jpg,-1,0.5208333333333333,True,-1,-1
2025-08-04T10:27:14.343567,AAAABe2wZ2YVKZQ8BvF8mFd-WoMd547nFmxTxY6faBlBNKE03ioalQeE53_Qt85Bxpgb8abYQBFyZc5B32_Fqzjug3vb_JlDU-042iWAgcNiFRRAPb-Q6VdiD8Nh4_GsDprzAmH0LA.jpg,shang-chi-ronny-chieng-singaporean-ah-beng-role-comment.jpg,-1,0.59375,True,-1,-1
2025-08-04T10:27:21.845347,AAAABe2wZ2YVKZQ8BvF8mFd-WoMd547nFmxTxY6faBlBNKE03ioalQeE53_Qt85Bxpgb8abYQBFyZc5B32_Fqzjug3vb_JlDU-042iWAgcNiFRRAPb-Q6VdiD8Nh4_GsDprzAmH0LA.jpg,MRVOGUE_VOGUESG_ONLINE9-1-680x1020.jpg,-1,0.71875,True,-1,-1
2025-08-04T10:27:30.481103,AAAABe2wZ2YVKZQ8BvF8mFd-WoMd547nFmxTxY6faBlBNKE03ioalQeE53_Qt85Bxpgb8abYQBFyZc5B32_Fqzjug3vb_JlDU-042iWAgcNiFRRAPb-Q6VdiD8Nh4_GsDprzAmH0LA.jpg,hodinkee_talking_watches_ronnie_chieng.jpg,-1,0.5416666666666667,True,-1,-1
2025-08-04T10:27:38.662904,shang-chi-ronny-chieng-singaporean-ah-beng-role-comment.jpg,MRVOGUE_VOGUESG_ONLINE9-1-680x1020.jpg,-1,0.7083333333333333,True,-1,-1
2025-08-04T10:27:47.792335,shang-chi-ronny-chieng-singaporean-ah-beng-role-comment.jpg,hodinkee_talking_watches_ronnie_chieng.jpg,-1,0.6354166666666667,True,-1,-1
2025-08-04T10:27:56.877073,MRVOGUE_VOGUESG_ONLINE9-1-680x1020.jpg,hodinkee_talking_watches_ronnie_chieng.jpg,-1,0.6354166666666667,True,-1,-1
